What is your sex?,What is your year?,What is your course?,What was your GWA in the previous semester at PLM?,What was your Senior High School strand?,What was your first choice upon applying to PLM?2,What was your second choice upon applying to PLM?3,What was your third choice upon applying to PLM?2,I do important decisions on my own,I considered the background of the school in choosing a particular course,I consider the  number of potential job opportunities as an important factor       ,I consider the level of salary offered by potential job opportunities as an important factor,Who decided for you to choose your course?, I find my skills aligned with my current course, I find my  interests aligned with my current course       ,I find my hobbies aligned with my current course,Who inspire or motivated in your choice of course?,I am having the best college experience       ,I find the class size affecting my interest in the course,I find the   class size stimulating in my learning experience,I am in a  group of friends in my current course who shares the same interests with me       2,I can easily get affected/influenced by my friends’ decision       3,How many are you in your section/block?, I find my expectations match with my current course’s curriculum content       , I like my current course       ,                  I can easily learn lessons from the   subjects that I am taking right now              , I feel like the subjects offered in my current course is lacking       ,I had trouble  choosing my course upon applying in PLM       ,I find my  entire educational experience at this course excellent       ,I am satisfied with the set of instructors in my current course       ,I consider my college offering an effective academic advising       , I worry that I am not good/performing   enough for my subjects       ,I experienced  an effective course advising in high school,"If you could start over again, would you choose the same course you are attending now?","If you will be given a chance to shift to a different course, would you grab the opportunity?"
Female,Second Year,BSHM,1.51-2.00,TVL,BSTM,BSHM,BSEd_Fil,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,N/A,N/A,Strongly Disagree,Strongly Disagree,51-70,N/A,Agree,Agree,N/A,Disagree,N/A,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Yes,No
Female,Third Year,BSCE,2.51-3.00,STEM,BSCE,BSME,BSTM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Agree,Agree,Agree,Strongly Agree,51-70,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,First Year,BSIT,N/A,HESS,BSN,BSPsy,BSTM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Disagree,Disagree,Disagree,Family,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,51-70,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,1.51-2.00,BAM,BSA,BSBA_FM,BSEd_Math,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Strongly Agree,Agree,51-70,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,No,Yes
Male,Second Year,BSCS,1.00-1.50,HESS,BSPsy,BSCS,BSEd_SS,Agree,Disagree,Disagree,Disagree,Myself,Disagree,Agree,Agree,Family,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No,No
Female,Second Year,BSHM,1.51-2.00,BAM,BS_ENTRE,BSBA_HRM,BSHM,Agree,N/A,N/A,N/A,Family,N/A,N/A,N/A,Family,N/A,N/A,N/A,Agree,Agree,51-70,N/A,N/A,N/A,N/A,Disagree,N/A,Strongly Disagree,Strongly Disagree,N/A,Strongly Disagree,Yes,Yes
Male,First Year,BSECE,N/A,STEM,BSCE,BSECE,BS_Arch,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Disagree,Strongly Disagree,10-30,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,N/A,Agree,No,Yes
Male,Second Year,BSIT,1.51-2.00,STEM,BSIT,BSCS,BSEd_Eng,Agree,Disagree,Disagree,Disagree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSA,1.51-2.00,BAM,BSA,BSA,BSA,Agree,Agree,Strongly Agree,Agree,Family,Disagree,Disagree,Disagree,Family,N/A,Disagree,Disagree,Disagree,Agree,51-70,Agree,Disagree,N/A,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Yes
Female,Second Year,BSCE,2.01-2.50,HESS,BSCE,BSCHE,BSA,Agree,Agree,Agree,Strongly Agree,Family,Agree,Disagree,Disagree,Family,N/A,Disagree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,First Year,BSECE,N/A,STEM,BSEE,BSIT,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Agree,Agree,Family,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Yes,Yes
Female,First Year,BSCHE,N/A,STEM,BSCHE,BSChem,BSPsy,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Strongly Agree,Agree,Agree,Disagree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Yes,No
Male,First Year,BSECE,N/A,STEM,BSECE,BSME,BSCpE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Yes,No
Female,First Year,BSIT,N/A,STEM,BSPsy,BSIT,BSN,Strongly Disagree,Disagree,Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,51-70,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSCS,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Disagree,Agree,Agree,Myself,Agree,Strongly Agree,Agree,Professionals,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,51-70,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Male,First Year,BSIT,N/A,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,51-70,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSIT,1.51-2.00,TVL,BSIT,BEEd,BSBA_OM,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Teachers,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,First Year,BSIT,N/A,TVL,BSIT,BSCS,BAC,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,51-70,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,No
Male,First Year,BSIT,N/A,TVL,BSIT,BSTM,BMMP,Agree,Disagree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,No,No
Female,Second Year,BSEE,1.51-2.00,STEM,BSCE,BSEE,BS_Arch,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,No
Female,First Year,BSCS,N/A,TVL,BSCS,BSIT,BSA,Agree,Strongly Agree,Agree,Agree,Myself,Disagree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Female,Third Year,BSBA_FM,1.00-1.50,BAM,BSTM,BSBA_FM,BSBA_BE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,51-70,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,No,No
Male,Third Year,BSBA_FM,1.51-2.00,BAM,BSBA_FM,BS_ENTRE,BSBA_BE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Strongly Agree,51-70,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,Yes
Female,Third Year,BSBA_HRM,1.00-1.50,HESS,BSHM,BSTM,BSBA_HRM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Family,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No,Yes
Male,First Year,BSIT,N/A,STEM,BS_Arch,BSIT,BSCE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,51-70,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Yes,No
Male,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSIT,BSCpE,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Family,Agree,Agree,Agree,Strongly Disagree,Disagree,51-70,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Yes,No
Male,First Year,BSIT,N/A,STEM,BSIT,BSCS,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Disagree,51-70,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,No
Male,First Year,BSCpE,N/A,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,51-70,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,No,No
Female,First Year,BSCHE,N/A,STEM,BSCHE,BSECE,BSMath,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCpE,BSCS,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,51-70,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,No,No
Male,First Year,BSIT,N/A,STEM,BSIT,BSCS,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Disagree,Strongly Disagree,Family,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,51-70,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSHM,1.00-1.50,TVL,BSHM,BSBA_HRM,BS_ENTRE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,51-70,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,1.00-1.50,BAM,BSBA_FM,BSTM,BSHM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Family,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,No
Female,Second Year,BSIT,1.00-1.50,BAM,BSIT,BSBA_FM,BSHM,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Agree,Family,Agree,Agree,Agree,Strongly Agree,Agree,51-70,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSA,1.00-1.50,BAM,BSA,BSBA_FM,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Disagree,Agree,Strongly Agree,Disagree,51-70,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Yes,No
Male,First Year,BSCS,N/A,STEM,BSCpE,BSCS,BSIT,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Agree,51-70,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,No
Female,Second Year,BSCS,1.00-1.50,STEM,BSN,BSCS,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Agree,Family,Disagree,Disagree,Disagree,Agree,Disagree,51-70,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,No,Yes
Male,First Year,BSIT,N/A,TVL,BSN,BSBio,BSIT,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Family,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Agree,51-70,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Male,Third Year,BSREM,1.51-2.00,BAM,BSA,BS_Arch,BSCE,Agree,Agree,Disagree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Others,Strongly Agree,Agree,Agree,Agree,Agree,51-70,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Yes,No
Male,First Year,BSIT,N/A,STEM,BSIT,BSCS,BSPsy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,51-70,Agree,Strongly Agree,Agree,Strongly Agree,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,First Year,BSCpE,N/A,STEM,BSCE,BS_Arch,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Disagree,51-70,Strongly Agree,Agree,Disagree,Agree,N/A,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,No,Yes
Male,First Year,BSIT,N/A,BAM,BSIT,BS_Arch,BSCpE,Agree,Agree,Agree,Agree,Family,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,First Year,BSIT,N/A,STEM,BSCE,BSIT,BSME,Agree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Female,First Year,BSCS,N/A,STEM,BSCS,BSBA_FM,BSA,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Myself,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,51-70,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Yes,No
Male,First Year,BSCpE,N/A,STEM,BSCS,BSCpE,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,51-70,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,First Year,BSIT,N/A,BAM,BSIT,BSTM,BSHM,Agree,Strongly Agree,Agree,Agree,Family,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Strongly Agree,51-70,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Male,First Year,BSIT,N/A,TVL,BSIT,BSCS,BS_Arch,Agree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Disagree,Agree,51-70,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Yes,No
Male,First Year,BS_ENTRE,N/A,BAM,BSBA_MM,BSBA_BE,BSEd_Math,Strongly Agree,Agree,Agree,N/A,Myself,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,51-70,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,N/A,Agree,Yes,No
Male,First Year,BSCE,N/A,BAM,BSCE,BSME,BSHM,Strongly Agree,Disagree,Agree,Disagree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Disagree,Disagree,51-70,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSIT,N/A,TVL,BSN,BSBio,BSIT,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BS_Arch,BSIT,BSN,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Disagree,Disagree,Disagree,Teachers,N/A,Agree,Agree,Disagree,Agree,31-50,Strongly Agree,N/A,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BS_ENTRE,1.51-2.00,BAM,BS_ENTRE,BSECE,BSCE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,51-70,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSCE,N/A,STEM,BSCE,BSCS,BSEE,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,N/A,Agree,N/A,Family,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSHM,1.00-1.50,BAM,BSPsy,BSBA_MM,BSHM,Strongly Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Myself,Agree,Agree,Agree,Agree,Strongly Agree,31-50,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,No,No
Male,First Year,BSIT,N/A,BAM,BSIT,BSA,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Strongly Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,51-70,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCpE,1.00-1.50,STEM,BSCpE,BSCS,BAC,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSREM,1.00-1.50,HESS,BSA,BSPsy,BPA,Agree,Disagree,Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Agree,Agree,Disagree,Disagree,51-70,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes
Male,Third Year,BSBA_FM,1.51-2.00,BAM,BSA,BSBA_FM,BSBA_BE,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Disagree,Disagree,Disagree,Teachers,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,1.51-2.00,BAM,BSA,BSBA_FM,BSBA_BE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Agree,Agree,Agree,Agree,Agree,51-70,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Yes
Female,Third Year,BSA,1.51-2.00,BAM,BSA,BSCE,BSBA_FM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Agree,Teachers,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSA,1.51-2.00,BAM,BSA,BSCE,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Agree,Teachers,Disagree,Agree,Agree,Disagree,Agree,51-70,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSA,1.00-1.50,BAM,BSBA_FM,BSBA_FM,BSBA_OM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Teachers,N/A,Agree,Agree,Strongly Disagree,Strongly Disagree,51-70,Strongly Agree,N/A,N/A,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,N/A,Strongly Disagree,Yes,No
Female,Third Year,BSREM,2.01-2.50,BAM,BSA,BSBA_MM,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,N/A,Agree,Strongly Agree,Agree,Strongly Agree,51-70,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes
Female,First Year,BSIT,N/A,TVL,BSIT,BSCS,BSBA_FM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Agree,Agree,Teachers,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,51-70,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSA,1.00-1.50,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Agree,Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Teachers,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,51-70,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BSA,1.00-1.50,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Third Year,BSA,1.51-2.00,BAM,BSA,BSBA_FM,BSBA_MM,Agree,Disagree,Disagree,Agree,Myself,Disagree,Disagree,Disagree,Teachers,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,51-70,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_BE,1.51-2.00,BAM,BSBA_FM,BSBA_HRM,BSBA_MM,Agree,Disagree,Agree,Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Disagree,Disagree,Agree,Agree,51-70,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSBA_FM,1.00-1.50,BAM,BSBA_FM,BSA,BSBA_MM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Agree,Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Yes,No
Male,Second Year,BS_ENTRE,1.00-1.50,BAM,BS_Arch,BS_ENTRE,BSBA_MM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,51-70,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Yes,No
Male,Third Year,BSREM,1.51-2.00,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Agree,Disagree,Agree,Strongly Agree,Disagree,51-70,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Yes,No
