sex,year,current_course,gwa,strand,first_choice,second_choice,third_choice,decision_making1,decision_making2,decision_making3,decision_making4,decision_making5,decision_making6,decision_making7,decision_making8,personal_assessment1,personal_assessment2,personal_assessment3,course_environment1,course_environment2,course_environment3,course_environment4,course_environment5,course_satisfaction1,course_satisfaction2,course_satisfaction3,course_satisfaction4,academic_experience1,academic_experience2,academic_experience3,academic_experience4,academic_experience5,academic_experience6,academic_experience7,same_course,different_course
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSCE,BSCE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,N/A,Agree,Disagree,Agree,N/A,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSChem,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,N/A,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSEdMath,BSN,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Myself,Teachers,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,51-70,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSEE,BSBAMM,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,No,No
Male,Third Year,BSCE,2.01-2.50,STEM,BSArch,BSCpE,BSCE,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Other,Myself,N/A,Disagree,Disagree,N/A,N/A,N/A,N/A,31-50,N/A,Strongly Disagree,N/A,N/A,Strongly Disagree,Disagree,N/A,N/A,N/A,Agree,N/A,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSME,Agree,Agree,Agree,Agree,Agree,Disagree,Parents,Parents,N/A,N/A,N/A,Agree,Agree,Agree,Agree,31-50,Agree,N/A,Disagree,Disagree,Agree,N/A,Disagree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Male,First Year,BSMfgE,N/A,STEM,BSCE,BSCpE,BSCHE,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Myself,Myself,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,31-50,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSECE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSEE,BSArch,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSChem,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,First Year,BSCE,N/A,STEM,BSCE,BSEdFil,BSEdSci,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Siblings,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Disagree,N/A,N/A,N/A,Disagree,Agree,Agree,Disagree,Yes,No
Male,First Year,BSMfgE,N/A,STEM,BSCE,BSCHE,BSME,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,N/A,Agree,N/A,Disagree,Agree,N/A,Agree,31-50,Agree,N/A,Disagree,Disagree,N/A,N/A,Disagree,N/A,N/A,Agree,N/A,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSME,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSTM,Agree,Disagree,Agree,Agree,Agree,Agree,Parents,Parents,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,Yes
Male,Second Year,BSCHE,1.51-2.00,STEM,BSCHE,BSChem,BSEE,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSArch,BSCE,BAC,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Myself,Parents,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSEE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSME,BSArch,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,TVL,BSA,BSCE,BSN,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSArch,BSCE,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,N/A,Disagree,51-70,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,N/A,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Yes,No
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSArch,BSTM,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,N/A,Myself,Parents,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCpE,BSMath,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCpE,1.00-1.50,STEM,BSArch,BSCE,BSCpE,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,51-70,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSCpE,BSCS,Agree,Agree,Disagree,Agree,Strongly Agree,N/A,Myself,Relatives,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,N/A,Disagree,N/A,N/A,Strongly Disagree,Agree,Agree,Disagree,Agree,N/A,No,Yes
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSCpE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,No,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSArch,BSCE,BSCpE,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,51-70,Agree,N/A,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSBio,BSN,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,N/A,Agree,Agree,Strongly Agree,N/A,No,Yes
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSPsy,BSEE,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Myself,Parents,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,N/A,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSECE,BSCpE,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSBio,BSCHE,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Parents,Parents,Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,31-50,Disagree,N/A,Disagree,Agree,N/A,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSCpE,1.00-1.50,STEM,BSCpE,BSCS,BSCHE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Yes,No
Male,Second Year,BSCE,1.51-2.00,TVL,BSCE,BSArch,BSCpE,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,No
Male,Third Year,BSCE,1.51-2.00,HESS,BSCE,BSME,BSCpE,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,N/A,Disagree,N/A,Yes,Yes
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSCpE,BSN,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,N/A,N/A,N/A,N/A,31-50,N/A,Agree,N/A,Disagree,N/A,Disagree,N/A,N/A,N/A,Disagree,N/A,Yes,No
Male,Second Year,BSCE,2.01-2.50,STEM,BSCE,BSArch,BSEE,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,2.01-2.50,TVL,BSBAFM,BSA,BSHM,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,51-70,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Yes
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSME,BSN,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSArch,BSME,BSCpE,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Myself,Teachers,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,51-70,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Female,Second Year,BSCE,2.51-3.00,STEM,BSTM,BSCE,BSPT,Agree,Agree,Disagree,Agree,Agree,Agree,Relatives,Friends and/or boyfriend/girlfriend,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,51-70,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,No,Yes
Female,Second Year,BSCE,1.00-1.50,STEM,BSBio,BSA,BSCE,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Myself,Teachers,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSCE,1.51-2.00,BAM,BSA,BSCE,BSBAFM,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,No,No
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSBio,BSA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,No,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSBAFM,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,N/A,Yes,No
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSArch,BSEdMath,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Parents,Parents,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,51-70,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSME,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Myself,Myself,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,51-70,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Yes,No
Male,First Year,BSCE,N/A,STEM,BSCE,BSEE,BSME,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,51-70,Agree,Agree,Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,1.00-1.50,STEM,BSArch,BSCE,BSEE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Myself,Relatives,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,No,No
Female,Second Year,BSCE,2.01-2.50,BAM,BSCE,BSA,BSTM,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,STEM,BSBio,BSCE,BSN,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,31-50,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Male,Third Year,BSCpE,1.51-2.00,STEM,BSCpE,BSCS,BSEE,Agree,Disagree,Disagree,Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSEE,BSIT,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,Yes
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSCpE,BSME,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSCHE,BSME,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Parents,Friends and/or boyfriend/girlfriend,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSEE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Siblings,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Agree,N/A,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Male,Third Year,BSCpE,1.00-1.50,STEM,BSCpE,BSECE,BSN,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,N/A,Myself,Myself,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Agree,Agree,Disagree,N/A,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSIT,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,51-70,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSCpE,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,First Year,BSMfgE,N/A,STEM,BSArch,BSCpE,BSN,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Myself,Parents,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,31-50,Strongly Disagree,Disagree,Strongly Disagree,N/A,N/A,N/A,N/A,Disagree,N/A,Agree,Disagree,No,Yes
Female,Third Year,BSCE,1.51-2.00,HESS,BSCE,BSEE,BSCpE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,N/A,Agree,Agree,Agree,N/A,N/A,Agree,Agree,Yes,No
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSCHE,BSMfgE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Myself,Parents,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSA,BSHM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Agree,Agree,N/A,Agree,Disagree,Agree,Disagree,Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCHE,BSCE,BSChem,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,No,Yes
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSCpE,BSEE,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Myself,Agree,N/A,N/A,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,No,Yes
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSME,BSCHE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCpE,1.00-1.50,STEM,BSCE,BSCpE,BSArch,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Myself,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,10-30,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,N/A,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,2.51-3.00,STEM,BSCE,BSIT,BSBAMM,Agree,Agree,Agree,Agree,Agree,Agree,Parents,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCHE,1.00-1.50,STEM,BSCE,BSME,BSEE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSMfgE,BSIT,Agree,Agree,Agree,Strongly Agree,Strongly Agree,N/A,Myself,Parents,N/A,N/A,N/A,Strongly Disagree,Agree,N/A,N/A,31-50,N/A,N/A,N/A,N/A,N/A,Agree,N/A,Strongly Disagree,N/A,Strongly Agree,N/A,No,Yes
Male,Third Year,BSCE,1.00-1.50,BAM,BSCE,BSMath,BSA,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Parents,Parents,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSArch,BSCE,BSPT,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,No,No
Female,Third Year,BSME,1.00-1.50,STEM,BSCE,BSME,BSA,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Agree,N/A,Disagree,N/A,Agree,Disagree,N/A,Agree,Agree,Strongly Agree,N/A,No,Yes
Male,Second Year,BSCE,1.51-2.00,STEM,BSIT,BSArch,BSCE,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Agree,N/A,N/A,N/A,N/A,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Disagree,N/A,Disagree,N/A,Strongly Agree,N/A,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSN,BSCE,BSPsy,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,No,Yes
